,median_house_value
3976,333100.0
3977,267400.0
3978,245800.0
3979,246400.0
3980,210100.0
3981,213900.0
3982,259600.0
3983,433000.0
3984,245600.0
3985,248400.0
3986,263400.0
3987,247300.0
3988,240300.0
3989,243000.0
3990,374900.0
3991,338200.0
3992,409000.0
3993,439800.0
3994,327300.0
3995,334900.0
3996,271300.0
3997,328900.0
3998,262800.0
3999,308300.0
4000,389700.0
4001,367600.0
4002,419000.0
4003,278500.0
4004,319100.0
4005,367400.0
4006,347700.0
4007,392700.0
4008,409900.0
4009,500001.0
4010,500001.0
4011,296000.0
4012,313100.0
4013,338500.0
4014,500001.0
4015,450700.0
4016,369700.0
4017,361900.0
4018,483100.0
4019,311700.0
4020,295300.0
4021,219000.0
4022,213100.0
4023,216000.0
4024,221800.0
4025,243800.0
4026,315900.0
4027,311000.0
4028,457300.0
4029,174500.0
4030,189300.0
4031,443600.0
4032,425000.0
4033,500001.0
4034,500001.0
4035,259600.0
4036,335400.0
4037,290600.0
4038,500001.0
4039,500001.0
4040,500001.0
4041,424000.0
4042,500001.0
4043,303600.0
4044,500001.0
4045,500001.0
4046,500001.0
4047,500001.0
4048,500001.0
4049,500001.0
4050,500001.0
4051,295800.0
4052,467600.0
4053,447400.0
4054,360600.0
4055,382500.0
4056,500001.0
4057,359100.0
4058,301700.0
4059,304500.0
4060,318300.0
4061,332600.0
4062,478400.0
4063,265400.0
4064,334900.0
4065,457300.0
4066,392500.0
4067,500001.0
4068,495500.0
4069,500001.0
4070,500001.0
4071,500001.0
4072,500001.0
4073,500001.0
4074,500001.0
4075,500001.0
4076,490800.0
4077,500001.0
4078,500001.0
4079,366100.0
4080,263100.0
4081,376100.0
4082,320600.0
4083,365900.0
4084,394400.0
4085,425000.0
4086,256300.0
4087,369100.0
4088,425900.0
4089,371400.0
4090,372300.0
4091,355900.0
4092,341700.0
4093,375000.0
4094,380400.0
4095,374500.0
4096,364700.0
4097,424000.0
4098,295200.0
4099,197900.0
4100,367700.0
4101,386700.0
4102,309200.0
4103,373500.0
4104,385900.0
4105,409600.0
4106,495600.0
4107,396400.0
4108,500001.0
4109,500001.0
4110,483800.0
4111,500001.0
4112,399300.0
4113,360700.0
4114,497600.0
4115,500001.0
4116,500001.0
4117,274600.0
4118,247700.0
4119,293900.0
4120,257900.0
4121,291500.0
4122,175000.0
4123,258100.0
4124,272400.0
4125,204200.0
4126,186500.0
4127,189800.0
4128,217000.0
4129,209200.0
4130,180400.0
4131,193600.0
4132,214200.0
4133,173800.0
4134,178100.0
4135,182100.0
4136,165100.0
4137,167900.0
4138,169200.0
4139,173400.0
4140,232000.0
4141,198000.0
4142,162500.0
4143,146400.0
4144,170600.0
4145,172100.0
4146,196400.0
4147,173600.0
4148,167600.0
4149,162000.0
4150,173900.0
4151,175800.0
4152,190000.0
4153,171300.0
4154,162900.0
4155,156400.0
4156,155600.0
4157,176900.0
4158,150000.0
4159,167700.0
4160,183800.0
4161,152200.0
4162,169300.0
4163,143800.0
4164,153900.0
4165,185700.0
4166,166300.0
4167,154500.0
4168,228200.0
4169,218300.0
4170,186800.0
4171,252100.0
4172,143800.0
4173,152900.0
4174,241700.0
4175,148200.0
4176,196600.0
4177,157000.0
4178,149700.0
4179,138900.0
4180,165000.0
4181,181300.0
4182,244400.0
4183,212500.0
4184,205800.0
4185,185800.0
4186,214800.0
4187,244500.0
4188,185400.0
4189,170500.0
4190,220900.0
4191,240800.0
4192,183800.0
4193,204200.0
4194,221100.0
4195,223500.0
4196,187100.0
4197,153100.0
4198,168800.0
4199,154200.0
4200,178800.0
4201,176700.0
4202,156000.0
4203,214000.0
4204,210900.0
4205,217800.0
4206,208900.0
4207,156300.0
4208,141300.0
4209,170000.0
4210,164300.0
4211,277300.0
4212,270700.0
4213,204500.0
4214,208900.0
4215,230300.0
4216,276600.0
4217,352600.0
4218,495600.0
4219,438300.0
4220,500001.0
4221,209100.0
4222,238200.0
4223,230600.0
4224,500001.0
4225,264300.0
4226,254200.0
4227,265500.0
4228,266700.0
4229,500001.0
4230,436400.0
4231,391900.0
4232,283300.0
4233,500001.0
4234,500001.0
4235,433300.0
4236,500001.0
4237,498700.0
4238,393500.0
4239,434400.0
4240,435700.0
4241,410700.0
4242,438300.0
4243,342900.0
4244,430200.0
4245,500001.0
4246,500001.0
4247,500001.0
4248,500001.0
4249,500001.0
4250,364500.0
4251,405100.0
4252,500001.0
4253,225000.0
4254,372200.0
4255,436400.0
4256,250000.0
4257,237500.0
4258,468800.0
4259,500001.0
4260,325000.0
4261,232100.0
4262,187500.0
4263,333300.0
4264,350000.0
4265,450000.0
4266,340000.0
4267,262500.0
4268,250000.0
4269,350000.0
4270,237500.0
4271,237500.0
4272,193800.0
4273,162500.0
4274,200000.0
4275,250000.0
4276,67500.0
4277,211100.0
4278,100000.0
4279,193800.0
4280,250000.0
4281,175000.0
4282,221900.0
4283,225000.0
4284,200000.0
4285,137500.0
4286,206300.0
4287,166700.0
4288,218800.0
4289,216700.0
4290,250000.0
4291,203300.0
4292,187500.0
4293,230400.0
4294,162500.0
4295,172500.0
4296,175000.0
4297,225000.0
4298,112500.0
4299,158300.0
4300,198400.0
4301,262500.0
4302,261600.0
4303,253300.0
4304,205600.0
4305,226700.0
4306,187500.0
4307,240600.0
4308,218200.0
4309,208800.0
4310,212500.0
4311,218800.0
4312,200000.0
4313,165000.0
4314,220000.0
4315,204700.0
4316,210000.0
4317,346700.0
4318,321600.0
4319,500001.0
4320,280600.0
4321,395700.0
4322,342000.0
4323,315800.0
4324,333900.0
4325,304800.0
4326,380400.0
4327,500001.0
4328,442900.0
4329,254500.0
4330,287500.0
4331,358100.0
4332,220000.0
4333,330300.0
4334,380300.0
4335,247500.0
4336,205600.0
4337,251100.0
4338,227100.0
4339,210000.0
4340,212500.0
4341,225000.0
4342,258300.0
4343,173900.0
4344,137500.0
4345,500001.0
4346,500001.0
4347,500001.0
4348,500001.0
4349,416700.0
4350,500001.0
4351,500001.0
4352,500001.0
4353,500001.0
4354,500001.0
4355,500001.0
4356,355300.0
4357,367100.0
4358,374100.0
4359,300000.0
4360,500001.0
4361,397900.0
4362,393600.0
4363,423700.0
4364,318600.0
4365,350000.0
4366,421600.0
4367,412700.0
4368,306800.0
4369,352100.0
4370,397500.0
4371,360500.0
4372,324000.0
4373,304600.0
4374,210900.0
4375,200000.0
4376,217300.0
4377,344800.0
4378,268800.0
4379,196500.0
4380,252300.0
4381,278800.0
4382,241400.0
4383,230800.0
4384,225000.0
4385,166700.0
4386,203300.0
4387,187500.0
4388,198800.0
4389,170500.0
4390,187500.0
4391,160000.0
4392,157500.0
4393,184300.0
4394,200000.0
4395,203100.0
4396,185000.0
4397,170800.0
4398,182000.0
4399,228800.0
4400,213500.0
4401,169100.0
4402,219200.0
4403,156300.0
4404,143800.0
4405,187500.0
4406,137500.0
4407,136100.0
4408,150000.0
4409,155500.0
4410,210000.0
4411,241700.0
4412,200000.0
4413,169200.0
4414,174300.0
4415,189400.0
4416,166700.0
4417,167800.0
4418,189800.0
4419,179200.0
4420,181700.0
4421,232100.0
4422,217900.0
4423,175000.0
4424,225000.0
4425,137500.0
4426,192500.0
4427,133300.0
4428,150000.0
4429,154200.0
4430,152100.0
4431,115500.0
4432,114000.0
4433,139600.0
4434,159600.0
4435,133900.0
4436,173200.0
4437,138200.0
4438,126000.0
4439,213000.0
4440,153000.0
4441,138500.0
4442,144200.0
4443,159200.0
4444,145800.0
4445,158300.0
4446,160200.0
4447,167200.0
4448,191700.0
4449,153100.0
4450,168800.0
4451,147500.0
4452,170800.0
4453,142500.0
4454,145800.0
4455,153800.0
4456,148800.0
4457,184900.0
4458,144200.0
4459,200400.0
4460,166700.0
4461,153100.0
4462,230900.0
4463,129300.0
4464,139500.0
4465,166300.0
4466,169600.0
4467,163100.0
4468,175000.0
4469,162100.0
4470,156500.0
4471,146600.0
4472,135500.0
4473,151900.0
4474,144600.0
4475,158500.0
4476,147500.0
4477,156000.0
4478,150000.0
4479,135700.0
4480,148500.0
4481,148600.0
4482,137500.0
4483,93800.0
4484,112500.0
4485,111800.0
4486,137500.0
4487,133600.0
4488,142800.0
4489,125000.0
4490,109400.0
4491,156800.0
4492,112500.0
4493,137500.0
4494,109100.0
4495,153100.0
4496,155000.0
4497,157100.0
4498,129200.0
4499,131900.0
4500,136400.0
4501,144000.0
4502,141700.0
4503,121900.0
4504,117200.0
4505,147200.0
4506,150000.0
4507,127900.0
4508,124300.0
4509,121800.0
4510,134900.0
4511,150000.0
4512,136700.0
4513,142600.0
4514,136300.0
4515,127600.0
4516,122800.0
4517,143800.0
4518,147200.0
4519,125000.0
4520,135400.0
4521,135300.0
4522,165000.0
4523,148400.0
4524,151600.0
4525,155000.0
4526,139300.0
4527,114300.0
4528,141700.0
4529,115600.0
4530,115000.0
4531,152500.0
4532,139600.0
4533,139600.0
4534,141800.0
4535,141100.0
4536,146300.0
4537,145000.0
4538,135200.0
4539,146000.0
4540,135200.0
4541,140800.0
4542,140600.0
4543,129700.0
4544,144800.0
4545,130700.0
4546,175000.0
4547,126600.0
4548,67500.0
4549,133300.0
4550,225000.0
4551,181300.0
4552,112500.0
4553,350000.0
4554,87500.0
4555,162500.0
4556,350000.0
4557,275000.0
4558,287500.0
4559,500001.0
4560,162500.0
4561,312500.0
4562,175000.0
4563,131300.0
4564,185900.0
4565,165600.0
4566,187500.0
4567,225000.0
4568,87500.0
4569,213300.0
4570,154200.0
4571,152100.0
4572,152500.0
4573,208300.0
4574,183300.0
4575,207100.0
4576,216700.0
4577,265900.0
4578,190000.0
4579,177500.0
4580,400000.0
4581,175000.0
4582,137500.0
4583,112500.0
4584,187500.0
4585,275000.0
4586,110000.0
4587,137500.0
4588,275000.0
4589,225000.0
4590,187500.0
4591,162500.0
4592,325000.0
4593,225000.0
4594,275000.0
4595,162500.0
4596,158900.0
4597,162500.0
4598,212500.0
4599,112500.0
4600,118100.0
4601,225000.0
4602,275000.0
4603,500001.0
4604,500001.0
4605,500001.0
4606,500001.0
4607,500001.0
4608,432800.0
4609,316700.0
4610,290600.0
4611,141700.0
4612,300000.0
4613,253100.0
4614,300000.0
4615,230600.0
4616,237500.0
4617,282300.0
4618,281700.0
4619,305600.0
4620,350900.0
4621,445000.0
4622,500001.0
4623,450000.0
4624,500001.0
4625,404500.0
4626,500001.0
4627,166700.0
4628,412500.0
4629,175000.0
4630,500001.0
4631,75000.0
4632,325000.0
4633,112500.0
4634,300000.0
4635,150000.0
4636,70000.0
4637,187500.0
4638,350000.0
4639,137500.0
4640,233300.0
4641,270000.0
4642,475000.0
4643,322200.0
4644,500001.0
4645,187500.0
4646,410000.0
4647,328900.0
4648,360000.0
4649,380000.0
4650,291500.0
4651,436800.0
4652,337000.0
4653,433800.0
4654,257800.0
4655,226300.0
4656,171300.0
4657,327300.0
4658,250000.0
4659,305800.0
4660,417600.0
4661,115600.0
4662,214300.0
4663,350000.0
4664,157700.0
4665,193800.0
4666,193800.0
4667,168800.0
4668,161100.0
4669,187500.0
4670,250000.0
4671,350000.0
4672,229200.0
4673,479000.0
4674,500001.0
4675,500001.0
4676,450000.0
4677,500001.0
4678,500001.0
4679,500001.0
4680,500001.0
4681,500001.0
4682,175000.0
4683,225000.0
4684,175000.0
4685,450000.0
4686,287500.0
4687,350000.0
4688,500001.0
4689,355200.0
4690,411100.0
4691,405600.0
4692,456900.0
4693,486900.0
4694,486400.0
4695,287500.0
4696,453400.0
4697,474300.0
4698,485000.0
4699,375000.0
4700,500001.0
4701,225000.0
4702,500001.0
4703,500001.0
4704,321600.0
4705,396000.0
4706,327300.0
4707,250000.0
4708,385000.0
4709,440900.0
4710,328800.0
4711,400000.0
4712,355000.0
4713,500001.0
4714,446000.0
4715,500001.0
4716,362500.0
4717,450000.0
4718,310000.0
4719,500000.0
4720,345300.0
4721,278500.0
4722,275000.0
4723,296100.0
4724,470000.0
4725,444300.0
4726,440900.0
4727,500001.0
4728,322600.0
4729,295200.0
4730,243600.0
4731,242000.0
4732,254700.0
4733,338100.0
4734,417900.0
4735,474100.0
4736,351000.0
4737,334100.0
4738,333600.0
4739,287500.0
4740,500001.0
4741,234100.0
4742,158000.0
4743,202100.0
4744,252000.0
4745,290800.0
4746,213500.0
4747,140600.0
4748,195800.0
4749,259400.0
4750,172700.0
4751,165000.0
4752,156300.0
4753,192500.0
4754,268500.0
4755,420000.0
4756,167100.0
4757,139700.0
4758,127100.0
4759,123200.0
4760,150700.0
4761,151600.0
4762,179200.0
4763,139400.0
4764,157000.0
4765,146800.0
4766,133500.0
4767,122200.0
4768,125800.0
4769,169400.0
4770,110900.0
4771,138000.0
4772,171400.0
4773,118800.0
4774,134600.0
4775,138100.0
4776,161500.0
4777,183900.0
4778,251100.0
4779,151100.0
4780,168800.0
4781,176800.0
4782,114000.0
4783,137500.0
4784,223200.0
4785,127800.0
4786,121500.0
4787,127100.0
4788,133400.0
4789,114200.0
4790,118200.0
4791,125700.0
4792,125000.0
4793,181000.0
4794,156900.0
4795,124000.0
4796,123300.0
4797,134700.0
4798,125400.0
4799,143800.0
4800,113500.0
4801,120000.0
4802,125900.0
4803,120700.0
4804,140900.0
4805,134100.0
4806,136600.0
4807,130300.0
4808,130200.0
4809,125000.0
4810,189700.0
4811,188400.0
4812,193200.0
4813,152500.0
4814,153400.0
4815,132500.0
4816,143800.0
4817,123700.0
4818,180000.0
4819,162500.0
4820,121900.0
4821,190600.0
4822,229200.0
4823,500000.0
4824,208300.0
4825,214600.0
4826,150000.0
4827,227800.0
4828,234600.0
4829,175000.0
4830,150000.0
4831,170300.0
4832,143000.0
4833,162500.0
4834,152800.0
4835,128100.0
4836,125000.0
4837,136400.0
4838,151600.0
4839,179200.0
4840,258300.0
4841,135200.0
4842,168800.0
4843,119600.0
4844,135500.0
4845,132200.0
4846,111400.0
4847,105800.0
4848,98100.0
4849,98400.0
4850,147900.0
4851,150000.0
4852,138400.0
4853,187500.0
4854,156600.0
4855,127100.0
4856,112100.0
4857,116800.0
4858,141300.0
4859,137500.0
4860,119300.0
4861,500001.0
4862,175000.0
4863,125000.0
4864,162500.0
4865,160200.0
4866,200000.0
4867,180000.0
4868,275000.0
4869,147500.0
4870,164600.0
4871,162500.0
4872,127300.0
4873,38800.0
4874,187500.0
4875,350000.0
4876,225000.0
4877,158300.0
4878,312500.0
4879,100000.0
4880,124000.0
4881,130700.0
4882,123100.0
4883,136500.0
4884,126400.0
4885,117700.0
4886,96200.0
4887,114800.0
4888,109600.0
4889,119500.0
4890,114300.0
4891,100800.0
4892,90300.0
4893,119900.0
4894,90600.0
4895,107500.0
4896,99200.0
4897,100800.0
4898,127500.0
4899,93400.0
4900,99300.0
4901,107200.0
4902,100500.0
4903,110200.0
4904,118800.0
4905,115800.0
4906,99600.0
4907,126800.0
4908,118300.0
4909,97200.0
4910,116100.0
4911,129200.0
4912,114100.0
4913,113300.0
4914,103800.0
4915,107400.0
4916,95800.0
4917,108200.0
4918,104200.0
4919,105800.0
4920,105000.0
4921,102900.0
4922,90400.0
4923,95800.0
4924,87500.0
4925,95000.0
4926,101300.0
4927,108200.0
4928,98600.0
4929,88200.0
4930,98500.0
4931,107900.0
4932,91900.0
4933,103400.0
4934,101500.0
4935,110800.0
4936,106900.0
4937,95000.0
4938,103500.0
4939,100000.0
4940,100000.0
4941,97100.0
4942,162500.0
4943,156300.0
4944,143800.0
4945,122300.0
4946,103800.0
4947,118800.0
4948,108000.0
4949,111700.0
4950,109400.0
4951,116900.0
4952,115200.0
4953,117100.0
4954,108800.0
4955,121000.0
4956,123200.0
4957,123700.0
4958,123200.0
4959,125000.0
4960,116000.0
4961,136200.0
4962,134400.0
4963,132000.0
4964,114100.0
4965,112500.0
4966,137500.0
4967,142500.0
4968,122900.0
4969,103600.0
4970,131300.0
4971,126600.0
4972,118800.0
4973,119200.0
4974,112500.0
4975,124000.0
4976,96100.0
4977,105800.0
4978,111700.0
4979,128600.0
4980,134600.0
4981,116100.0
4982,109600.0
4983,116400.0
4984,111600.0
4985,129100.0
4986,128000.0
4987,120000.0
4988,122500.0
4989,116400.0
4990,101400.0
4991,126600.0
4992,104800.0
4993,100000.0
4994,114800.0
4995,96500.0
4996,101100.0
4997,98300.0
4998,103400.0
4999,101900.0
5000,95000.0
5001,99300.0
5002,128000.0
5003,194300.0
5004,189700.0
5005,157700.0
5006,123400.0
5007,182600.0
5008,193000.0
5009,181100.0
5010,165800.0
5011,187500.0
5012,188500.0
5013,181300.0
5014,112600.0
5015,120900.0
5016,121500.0
5017,133300.0
5018,151600.0
5019,98700.0
5020,114200.0
5021,126500.0
5022,149600.0
5023,170500.0
5024,115200.0
5025,108900.0
5026,122500.0
5027,140300.0
5028,114700.0
5029,104300.0
5030,101000.0
5031,103300.0
5032,113900.0
5033,108900.0
5034,149100.0
5035,140400.0
5036,149000.0
5037,180100.0
5038,207600.0
5039,166700.0
5040,108600.0
5041,138800.0
5042,118600.0
5043,118500.0
5044,158800.0
5045,156400.0
5046,195800.0
5047,350400.0
5048,246800.0
5049,140600.0
5050,170500.0
5051,312500.0
5052,106300.0
5053,266700.0
5054,187800.0
5055,167900.0
5056,118800.0
5057,87500.0
5058,353200.0
5059,332100.0
5060,301000.0
5061,100000.0
5062,103000.0
5063,108900.0
5064,108300.0
5065,112900.0
5066,98200.0
5067,94500.0
5068,93300.0
5069,91400.0
5070,111700.0
5071,108000.0
5072,96500.0
5073,96600.0
5074,106600.0
5075,112200.0
5076,119800.0
5077,97200.0
5078,93100.0
5079,94000.0
5080,95800.0
5081,102400.0
5082,95200.0
5083,100000.0
5084,110000.0
5085,92200.0
5086,93000.0
5087,92300.0
5088,121400.0
5089,100000.0
5090,102600.0
5091,107000.0
5092,100000.0
5093,107300.0
5094,98500.0
5095,99800.0
5096,124100.0
5097,119400.0
5098,124200.0
5099,125800.0
5100,142600.0
5101,136100.0
5102,131700.0
5103,120000.0
5104,131000.0
5105,133500.0
5106,149600.0
5107,142000.0
5108,121000.0
5109,131800.0
5110,136300.0
5111,138700.0
5112,134200.0
5113,113200.0
5114,109500.0
5115,136300.0
5116,98400.0
5117,102100.0
5118,99000.0
5119,116300.0
5120,117400.0
5121,127400.0
5122,140400.0
5123,140300.0
5124,97500.0
5125,101500.0
5126,104000.0
5127,101800.0
5128,97500.0
5129,99200.0
5130,97000.0
5131,92500.0
5132,98200.0
5133,98200.0
5134,96300.0
5135,100600.0
5136,95700.0
5137,96800.0
5138,90100.0
5139,101400.0
5140,97300.0
5141,86400.0
5142,92600.0
5143,99100.0
5144,94200.0
5145,95300.0
5146,94000.0
5147,90600.0
5148,90100.0
5149,91700.0
5150,90900.0
5151,97900.0
5152,95100.0
5153,94400.0
5154,100000.0
5155,89800.0
5156,96700.0
5157,94800.0
5158,101300.0
5159,99100.0
5160,91400.0
5161,99300.0
5162,89700.0
5163,111400.0
5164,102300.0
5165,93200.0
5166,105600.0
5167,107700.0
5168,93600.0
5169,94900.0
5170,91600.0
5171,89700.0
5172,86200.0
5173,101300.0
5174,98000.0
5175,88800.0
5176,98500.0
5177,89800.0
5178,93400.0
5179,96700.0
5180,94600.0
5181,99600.0
5182,94500.0
5183,94200.0
5184,89800.0
5185,90300.0
5186,93200.0
5187,91300.0
5188,92400.0
5189,94900.0
5190,92700.0
5191,95400.0
5192,104800.0
5193,110200.0
5194,98900.0
5195,88800.0
5196,88700.0
5197,93100.0
5198,96900.0
5199,94100.0
5200,94200.0
5201,81300.0
5202,100000.0
5203,97400.0
5204,129900.0
5205,105700.0
5206,122600.0
5207,120200.0
5208,128100.0
5209,88400.0
5210,90400.0
5211,90600.0
5212,90600.0
5213,90600.0
5214,99800.0
5215,91300.0
5216,90400.0
5217,87500.0
5218,89500.0
5219,97500.0
5220,97400.0
5221,107600.0
5222,95700.0
5223,90200.0
5224,100000.0
5225,87500.0
5226,100000.0
5227,85400.0
5228,84200.0
5229,88300.0
5230,86300.0
5231,89800.0
5232,90000.0
5233,95500.0
5234,90100.0
5235,97600.0
5236,92100.0
5237,92000.0
5238,87000.0
5239,104900.0
5240,88700.0
5241,500001.0
5242,500001.0
5243,500001.0
5244,500001.0
5245,500001.0
5246,500001.0
5247,500001.0
5248,500001.0
5249,500001.0
5250,500001.0
5251,500001.0
5252,500001.0
5253,500001.0
5254,500001.0
5255,500001.0
5256,500001.0
5257,500001.0
5258,500001.0
5259,500001.0
5260,500001.0
5261,500001.0
5262,500001.0
5263,500001.0
5264,500001.0
5265,500001.0
5266,500001.0
5267,500001.0
5268,500001.0
5269,500001.0
5270,500001.0
5271,500001.0
5272,500001.0
5273,500001.0
5274,500001.0
5275,500001.0
5276,500001.0
5277,500001.0
5278,500001.0
5279,500001.0
5280,500001.0
5281,500001.0
5282,500001.0
5283,500001.0
5284,500001.0
5285,337500.0
5286,387500.0
5287,500001.0
5288,500001.0
5289,500001.0
5290,500001.0
5291,500001.0
5292,500001.0
5293,500001.0
5294,500001.0
5295,500001.0
5296,500001.0
5297,350000.0
5298,500001.0
5299,350000.0
5300,350000.0
5301,500000.0
5302,500001.0
5303,500001.0
5304,500001.0
5305,500001.0
5306,500001.0
5307,500001.0
5308,500000.0
5309,316700.0
5310,500001.0
5311,500001.0
5312,500001.0
5313,500001.0
5314,500001.0
5315,500001.0
5316,500001.0
5317,500001.0
5318,500001.0
5319,500001.0
5320,500001.0
5321,500001.0
5322,477300.0
5323,305000.0
5324,500001.0
5325,494700.0
5326,181300.0
5327,283300.0
5328,277500.0
5329,410000.0
5330,275000.0
5331,337500.0
5332,268800.0
5333,393800.0
5334,325000.0
5335,360000.0
5336,420800.0
5337,348100.0
5338,360200.0
5339,300000.0
5340,336300.0
5341,225000.0
5342,350000.0
5343,347800.0
5344,485100.0
5345,409800.0
5346,427500.0
5347,500001.0
5348,500001.0
5349,500001.0
5350,500001.0
5351,500001.0
5352,500001.0
5353,500001.0
5354,500001.0
5355,500001.0
5356,412500.0
5357,500001.0
5358,500001.0
5359,460000.0
5360,500001.0
5361,500001.0
5362,500001.0
5363,500001.0
5364,500001.0
5365,500001.0
5366,461300.0
5367,500001.0
5368,500001.0
5369,500001.0
5370,207700.0
5371,254200.0
5372,340400.0
5373,309100.0
5374,271600.0
5375,237500.0
5376,340400.0
5377,308300.0
5378,232500.0
5379,319400.0
5380,319400.0
5381,372800.0
5382,327300.0
5383,300000.0
5384,184400.0
5385,366700.0
5386,281300.0
5387,320000.0
5388,55000.0
5389,275000.0
5390,222100.0
5391,230900.0
5392,202800.0
5393,143000.0
5394,185700.0
5395,333300.0
5396,289400.0
5397,427300.0
5398,373600.0
5399,340800.0
5400,372700.0
5401,344200.0
5402,352400.0
5403,346700.0
5404,357600.0
5405,331000.0
5406,343800.0
5407,318100.0
5408,353900.0
5409,350900.0
5410,386000.0
5411,400000.0
5412,418800.0
5413,440100.0
5414,354300.0
5415,405800.0
5416,500001.0
5417,489800.0
5418,465700.0
5419,500001.0
5420,500001.0
5421,500001.0
5422,374300.0
5423,463600.0
5424,340800.0
5425,414100.0
5426,394700.0
5427,450000.0
5428,307000.0
5429,348800.0
5430,301900.0
5431,310000.0
5432,225000.0
5433,315500.0
5434,420100.0
5435,394000.0
5436,412500.0
5437,446600.0
5438,500001.0
5439,420000.0
5440,362200.0
5441,355800.0
5442,334700.0
5443,321300.0
5444,324000.0
5445,243100.0
5446,324300.0
5447,335400.0
5448,344200.0
5449,458600.0
5450,310900.0
5451,343100.0
5452,345600.0
5453,326700.0
5454,346900.0
5455,297200.0
5456,287500.0
5457,263500.0
5458,235700.0
5459,321400.0
5460,305800.0
5461,300000.0
5462,285000.0
5463,239300.0
5464,425000.0
5465,387500.0
5466,414300.0
5467,412500.0
5468,358700.0
5469,267500.0
5470,500001.0
5471,350000.0
5472,363200.0
5473,334700.0
5474,335900.0
5475,325800.0
5476,372000.0
5477,348300.0
5478,345800.0
5479,326700.0
5480,325000.0
5481,339000.0
5482,303800.0
5483,360600.0
5484,466700.0
5485,500001.0
5486,500001.0
5487,500001.0
5488,343100.0
5489,420800.0
5490,500001.0
5491,500001.0
5492,500001.0
5493,500001.0
5494,500001.0
5495,321800.0
5496,272000.0
5497,271200.0
5498,276300.0
5499,287500.0
5500,284600.0
5501,324000.0
5502,351700.0
5503,320000.0
5504,302900.0
5505,366900.0
5506,450000.0
5507,301300.0
5508,303900.0
5509,215000.0
5510,248900.0
5511,263800.0
5512,265500.0
5513,276100.0
5514,276700.0
5515,307200.0
5516,357200.0
5517,362600.0
5518,361400.0
5519,345900.0
5520,350800.0
5521,340700.0
5522,329400.0
5523,316000.0
5524,331800.0
5525,285700.0
5526,387200.0
5527,363500.0
5528,363600.0
5529,356000.0
5530,365900.0
5531,352300.0
5532,365200.0
5533,365900.0
5534,422000.0
5535,500001.0
5536,500001.0
5537,500001.0
5538,500001.0
5539,356100.0
5540,283200.0
5541,411200.0
5542,432100.0
5543,456600.0
5544,434800.0
5545,456300.0
5546,377200.0
5547,330700.0
5548,287800.0
5549,294500.0
5550,299000.0
5551,400000.0
5552,187500.0
5553,247600.0
5554,303300.0
5555,266700.0
5556,284400.0
5557,289600.0
5558,500001.0
5559,500001.0
5560,500001.0
5561,175900.0
5562,159600.0
5563,162000.0
5564,156400.0
5565,151200.0
5566,162800.0
5567,179700.0
5568,232800.0
5569,184100.0
5570,200600.0
5571,238700.0
5572,230200.0
5573,251300.0
5574,222200.0
5575,216700.0
5576,239600.0
5577,232400.0
5578,200000.0
5579,240200.0
5580,226300.0
5581,223400.0
5582,213600.0
5583,184400.0
5584,175900.0
5585,282700.0
5586,268300.0
5587,233300.0
5588,235300.0
5589,203300.0
5590,224200.0
5591,304100.0
5592,171100.0
5593,163100.0
5594,181500.0
5595,128000.0
5596,131300.0
5597,187500.0
5598,177700.0
5599,182300.0
5600,184600.0
5601,165500.0
5602,191300.0
5603,168000.0
5604,169100.0
5605,165400.0
5606,154200.0
5607,157500.0
5608,146200.0
5609,174000.0
5610,174500.0
5611,158700.0
5612,172000.0
5613,138100.0
5614,150400.0
5615,139800.0
5616,164700.0
5617,205600.0
5618,350000.0
5619,154700.0
5620,182100.0
5621,152300.0
5622,163100.0
5623,164200.0
5624,150600.0
5625,167300.0
5626,160100.0
5627,141300.0
5628,112500.0
5629,346200.0
5630,290500.0
5631,146900.0
5632,186800.0
5633,187500.0
5634,200000.0
5635,208300.0
5636,350000.0
5637,416100.0
5638,285200.0
5639,265600.0
5640,273400.0
5641,270800.0
5642,350000.0
5643,351200.0
5644,192400.0
5645,203100.0
5646,218900.0
5647,195300.0
5648,306700.0
5649,238300.0
5650,225800.0
5651,225000.0
5652,242300.0
5653,268500.0
5654,255400.0
5655,260500.0
5656,368500.0
5657,351900.0
5658,285200.0
5659,293900.0
5660,350000.0
5661,248100.0
5662,234500.0
5663,243200.0
5664,227200.0
5665,231700.0
5666,257500.0
5667,253400.0
5668,267800.0
5669,276400.0
5670,321500.0
5671,326700.0
5672,311900.0
5673,409800.0
5674,500001.0
5675,446700.0
5676,300000.0
5677,401900.0
5678,361500.0
5679,464300.0
5680,332800.0
5681,303800.0
5682,254300.0
5683,225000.0
5684,287500.0
5685,396400.0
5686,367100.0
5687,394100.0
5688,380100.0
5689,361000.0
5690,352700.0
5691,254200.0
5692,292100.0
5693,271200.0
5694,336900.0
5695,296200.0
5696,312100.0
5697,344400.0
5698,329500.0
5699,271900.0
5700,217700.0
5701,301200.0
5702,261300.0
5703,209200.0
5704,263700.0
5705,326600.0
5706,341700.0
5707,268000.0
5708,273400.0
5709,200000.0
5710,234800.0
5711,263900.0
5712,252000.0
5713,267000.0
5714,285000.0
5715,317900.0
5716,306300.0
5717,309900.0
5718,245600.0
5719,241300.0
5720,462200.0
5721,422000.0
5722,457400.0
5723,446600.0
5724,500001.0
